time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-04T16:16:51.220Z,36.7251,71.3971,190.27,4.3,mb,,47,0.769,0.8,us,us10008pbv,2017-05-05T17:13:57.040Z,"13km WNW of Ashkasham, Afghanistan",earthquake,5.9,5.5,0.056,91,reviewed,us,us
2017-05-04T15:47:05.510Z,72.7049,2.9459,10,4.6,mb,,36,6.432,1.1,us,us10008pb8,2017-05-05T17:09:26.040Z,"Norwegian Sea",earthquake,6.1,1.7,0.046,139,reviewed,us,us
2017-05-04T15:32:36.940Z,59.7974,-136.5819,1,2.7,ml,,89,0.609,0.74,us,us10008paz,2017-05-05T15:54:45.040Z,"80km WNW of Skagway, Alaska",earthquake,2.5,7.9,0.055,43,reviewed,us,us
2017-05-04T15:17:26.600Z,59.7818,-136.4987,10,2.7,ml,,90,0.646,1.31,us,us10008pau,2017-05-05T15:25:21.040Z,"75km WNW of Skagway, Alaska",earthquake,2.6,1.6,0.085,18,reviewed,us,us
2017-05-04T15:14:36.730Z,59.8198,-136.6465,10.12,2.8,ml,,86,0.584,0.96,us,us10008pas,2017-05-05T15:19:53.040Z,"85km WNW of Skagway, Alaska",earthquake,3.9,7,0.053,46,reviewed,us,us
2017-05-04T15:01:56.730Z,36.2792,-97.5101,3.77,2.5,mb_lg,,25,0.209,0.28,us,us10008pap,2017-05-05T14:41:25.040Z,"19km W of Perry, Oklahoma",earthquake,0.6,4.3,0.128,16,reviewed,us,us
2017-05-04T14:27:35.820Z,43.5057,-126.9148,10,4.2,mb,,199,1.99,1.29,us,us10008paf,2017-05-05T14:53:19.501Z,"207km WNW of Bandon, Oregon",earthquake,3.7,2,0.085,38,reviewed,us,us
2017-05-04T14:25:42.968Z,59.8396,-136.8012,0.1,2.6,ml,,,,0.84,ak,ak15905266,2017-05-04T14:29:45.556Z,"94km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T12:43:59.959Z,59.825,-136.5758,0,2.7,ml,,,,0.75,ak,ak15904148,2017-05-04T12:51:33.713Z,"82km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T11:20:51.990Z,47.5763333,-122.5916667,24.85,2.46,ml,39,37,0.03397,0.18,uw,uw61278281,2017-05-05T04:33:58.984Z,"1km SSE of Enetai, Washington",earthquake,0.26,0.47,0.145,37,reviewed,uw,uw
2017-05-04T11:10:03.980Z,39.5201,71.4785,10,4.9,mb,,49,0.739,1.77,us,us10008p98,2017-05-04T11:45:04.040Z,"31km N of Karakenja, Tajikistan",earthquake,4.8,1.8,0.055,138,reviewed,us,us
2017-05-04T11:08:20.984Z,59.8212,-136.5718,0,2.5,ml,,,,0.65,ak,ak15903047,2017-05-04T11:13:52.789Z,"81km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T09:48:44.012Z,59.869,-136.7035,0,2.5,ml,,,,0.47,ak,ak15903034,2017-05-04T09:54:26.713Z,"90km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T09:21:58.830Z,17.8296,-66.3141,3,2.81,md,14,213,0.22,0.35,pr,pr2017124005,2017-05-04T23:08:06.228Z,"16km S of Salinas, Puerto Rico",earthquake,1.26,0.81,0.19,9,reviewed,pr,pr
2017-05-04T08:58:14.590Z,42.0226,20.225,5.34,4,mb,,36,0.727,0.88,us,us10008p77,2017-05-04T09:16:08.040Z,"17km WSW of Kukes, Albania",earthquake,4.4,5.6,0.258,4,reviewed,us,us
2017-05-04T08:26:58.750Z,33.5543,11.2632,10,4.3,mb,,129,2.686,1.46,us,us10008p70,2017-05-04T08:45:32.040Z,"15km ENE of Zarzis, Tunisia",earthquake,7.7,2,0.133,16,reviewed,us,us
2017-05-04T07:55:48.650Z,59.743,-136.8276,0,2.6,ml,,,,0.74,ak,ak15901920,2017-05-04T08:00:09.960Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T06:53:35.118Z,59.7742,-136.723,1.8,3.2,ml,,,,0.79,ak,ak15900816,2017-05-04T06:58:04.780Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T06:52:30.190Z,39.4907,71.3708,10,4,mb,,110,0.708,0.82,us,us10008p67,2017-05-04T07:30:31.040Z,"31km NNW of Karakenja, Tajikistan",earthquake,3.7,2,0.258,4,reviewed,us,us
2017-05-04T05:42:33.810Z,-28.819,-67.3663,163.32,4.1,mb,,48,2.518,0.68,us,us10008p5r,2017-05-04T07:11:58.040Z,"40km NNE of Chilecito, Argentina",earthquake,9.5,19.3,0.213,6,reviewed,us,us
2017-05-04T05:40:22.820Z,28.1479,104.9158,10,4.9,mb,,32,8.906,0.56,us,us10008p5s,2017-05-04T06:20:20.040Z,"33km N of Zhaxi, China",earthquake,3.2,1.9,0.057,97,reviewed,us,us
2017-05-04T05:28:55.117Z,59.8345,-136.5596,0.1,2.6,ml,,,,0.8,ak,ak15899706,2017-05-04T05:37:51.636Z,"81km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-04T05:22:25.400Z,32.6836,130.6604,10,4.6,mb,,101,0.476,0.69,us,us10008p5k,2017-05-05T00:37:29.750Z,"0km W of Uto, Japan",earthquake,3.6,1.6,0.122,20,reviewed,us,us
2017-05-04T05:00:16.757Z,56.5541,-156.321,83.4,3,ml,,,,0.53,ak,ak15898664,2017-05-04T05:06:36.192Z,"92km NNW of Chirikof Island, Alaska",earthquake,,1.2,,,automatic,ak,ak
2017-05-04T04:03:53.056Z,59.7994,-136.8176,0,2.7,ml,,,,0.77,ak,ak15898618,2017-05-04T04:10:13.117Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-04T03:43:42.749Z,59.7867,-136.6465,4.1,3.9,ml,,,,0.64,ak,ak15897571,2017-05-04T05:24:12.787Z,"83km WNW of Skagway, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-04T03:43:21.516Z,59.8129,-136.7276,4.5,3.8,ml,,,,0.59,ak,ak15897570,2017-05-04T04:56:51.292Z,"88km WNW of Skagway, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-04T03:30:13.223Z,59.7788,-136.6536,4,3.9,ml,,,,0.48,ak,ak15897550,2017-05-04T11:32:53.851Z,"83km WNW of Skagway, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-05-04T03:19:54.277Z,59.7779,-136.7049,0.8,2.9,ml,,,,0.64,ak,ak15897536,2017-05-04T11:22:28.219Z,"86km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-04T03:13:47.130Z,59.887,-136.7538,10,4.5,mwr,,92,1.012,1.32,us,us10008p4h,2017-05-05T05:42:36.672Z,"94km WNW of Skagway, Alaska",earthquake,4.1,2,0.051,37,reviewed,us,us
2017-05-04T02:28:58.140Z,-8.6125,-74.35,149.26,5.3,mb,,80,1.849,1.07,us,us10008p44,2017-05-04T19:50:47.505Z,"34km SE of Pucallpa, Peru",earthquake,7.2,1.8,0.024,592,reviewed,us,us
2017-05-04T01:30:45.140Z,18.9115,-64.985,21,3.39,md,12,266,0.6733,0.26,pr,pr2017124000,2017-05-04T23:26:40.949Z,"63km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.3,21.68,0.25,12,reviewed,pr,pr
2017-05-04T01:16:51.450Z,37.6635,-121.7631667,5.99,2.68,md,76,68,0.02514,0.11,nc,nc72796415,2017-05-05T05:32:20.485Z,"2km SSE of Livermore, California",earthquake,0.1,0.21,0.157,99,reviewed,nc,nc
2017-05-03T23:48:05.454Z,59.807,-136.5561,0,2.5,ml,,,,0.8,ak,ak15895308,2017-05-03T23:51:21.358Z,"80km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T23:32:54.860Z,19.3906667,-155.2775,2.863,3.28,ml,45,42,0.005723,0.1,hv,hv61729436,2017-05-04T06:10:44.687Z,"6km SW of Volcano, Hawaii",earthquake,0.16,0.14,0.144,24,reviewed,hv,hv
2017-05-03T22:41:32.310Z,36.3028,71.0044,89.91,4.2,mb,,84,0.89,0.81,us,us10008p2l,2017-05-03T23:17:55.040Z,"36km NE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,6.3,8.2,0.141,14,reviewed,us,us
2017-05-03T22:19:25.910Z,52.3028,-179.029,11.5,2.6,ml,,,,0.62,ak,ak15894255,2017-05-03T23:36:30.729Z,"76km NW of Tanaga Volcano, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2017-05-03T22:18:51.576Z,62.0865,-147.5658,30.2,2.9,ml,,,,0.57,ak,ak15894248,2017-05-03T23:51:21.651Z,"74km ENE of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-03T21:36:24.183Z,59.7873,-136.6944,0,2.5,ml,,,,0.72,ak,ak15893229,2017-05-03T21:41:48.660Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T21:27:30.941Z,59.7873,-136.693,0,2.5,ml,,,,0.65,ak,ak15893224,2017-05-03T21:33:12.401Z,"86km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T20:07:36.551Z,51.6177,-178.4911,4.7,2.6,ml,,,,0.56,ak,ak15892193,2017-05-03T23:18:06.926Z,"38km SW of Tanaga Volcano, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2017-05-03T20:03:11.460Z,39.5039,71.4757,10,5.1,mb,,55,0.75,0.95,us,us10008nzz,2017-05-03T20:56:29.040Z,"30km N of Karakenja, Tajikistan",earthquake,5.7,1.8,0.04,200,reviewed,us,us
2017-05-03T19:47:58.062Z,51.5859,-178.4915,4.4,3.1,ml,,,,0.48,ak,ak15891169,2017-05-03T23:10:21.216Z,"41km SW of Tanaga Volcano, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-05-03T19:35:37.756Z,59.9395,-136.8458,0.1,2.6,ml,,,,0.55,ak,ak15891164,2017-05-03T19:43:31.163Z,"97km SSE of Haines Junction, Canada",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T19:20:36.470Z,47.5693333,-122.5995,26.51,3.31,ml,27,41,0.02666,0.16,uw,uw61277931,2017-05-05T05:26:11.318Z,"1km S of Enetai, Washington",earthquake,0.32,0.47,0.28,24,reviewed,uw,uw
2017-05-03T19:08:22.000Z,-18.532,-71.069,22.7,4.2,mb,,,,1.13,us,us10008nz2,2017-05-03T21:13:22.040Z,"81km W of Arica, Chile",earthquake,7.6,8.1,0.303,3,reviewed,guc,us
2017-05-03T18:57:36.027Z,51.6348,-178.4966,6.5,4.3,ml,,,,0.51,ak,ak15890991,2017-05-03T20:52:33.787Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2017-05-03T18:45:12.281Z,51.6346,-178.5023,4.9,4.5,ml,,,,0.62,ak,ak15890969,2017-05-03T22:47:30.938Z,"37km SW of Tanaga Volcano, Alaska",earthquake,,2,,,reviewed,ak,ak
2017-05-03T18:32:44.958Z,59.7012,-153.3279,106,2.8,ml,,,,0.54,ak,ak15890954,2017-05-03T18:38:59.477Z,"84km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-03T18:30:31.649Z,59.822,-136.7889,0,2.8,ml,,,,0.68,ak,ak15890950,2017-05-03T18:35:29.727Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T17:47:21.520Z,32.0819,-103.0226,5,2.6,ml,,43,0.403,0.44,us,us10008nxe,2017-05-03T20:57:32.040Z,"16km ESE of Jal, New Mexico",earthquake,2.6,1.1,0.181,4,reviewed,us,us
2017-05-03T17:24:54.520Z,-56.0293,-26.7022,35,5.3,mb,,68,5.876,1.14,us,us10008nx7,2017-05-03T17:57:28.040Z,"80km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.8,2,0.061,89,reviewed,us,us
2017-05-03T16:50:21.630Z,-33.073,-72.2583,17.15,4.4,mwr,,139,0.523,0.82,us,us10008nw6,2017-05-04T00:53:33.340Z,"59km W of Valparaiso, Chile",earthquake,4.2,4.2,0.038,68,reviewed,us,us
2017-05-03T16:45:38.710Z,6.9309,-76.2727,10,4.3,mb,,44,0.999,1.25,us,us10008nw5,2017-05-03T22:07:24.040Z,"7km S of Dabeiba, Colombia",earthquake,3.6,2,0.177,9,reviewed,us,us
2017-05-03T15:47:35.290Z,33.4835,-116.7986667,3.08,2.61,ml,95,28,0.02293,0.2,ci,ci37638903,2017-05-05T00:36:16.014Z,"7km NE of Aguanga, California",earthquake,0.13,0.4,0.198,25,reviewed,ci,ci
2017-05-03T15:44:55.600Z,33.4838333,-116.801,3.27,3.37,ml,154,24,0.02197,0.22,ci,ci37638895,2017-05-04T15:47:01.972Z,"7km NE of Aguanga, California",earthquake,0.11,0.36,0.178,288,reviewed,ci,ci
2017-05-03T14:49:38.440Z,18.6608,-65.0125,38,2.72,md,6,245,0.4447,0.18,pr,pr2017123005,2017-05-04T04:55:51.040Z,"35km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.67,3.95,0.49,5,reviewed,pr,pr
2017-05-03T14:01:10.410Z,59.7387,-136.7586,1.2,3,ml,,115,0.508,0.53,us,us10008nuq,2017-05-04T05:20:03.040Z,"87km WNW of Skagway, Alaska",earthquake,2.1,10,0.064,32,reviewed,us,us
2017-05-03T13:53:25.310Z,35.2844,26.8403,5.64,4.2,mb,,111,0.37,1.21,us,us10008nua,2017-05-04T05:05:41.040Z,"41km SW of Karpathos, Greece",earthquake,5.3,3.2,0.108,24,reviewed,us,us
2017-05-03T12:51:26.263Z,59.7503,-136.6853,0,2.6,ml,,,,0.86,ak,ak15886895,2017-05-03T12:56:21.075Z,"83km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T12:42:48.150Z,-16.136,-73.4694,48.35,5.1,mww,,129,3.724,0.92,us,us10008nt0,2017-05-03T17:46:11.394Z,"97km WNW of Camana, Peru",earthquake,6.9,6.5,,,reviewed,us,us
2017-05-03T12:42:18.610Z,19.222,-155.4035,33.711,2.73,md,55,144,0.01643,0.11,hv,hv61728626,2017-05-03T18:28:59.940Z,"8km ENE of Pahala, Hawaii",earthquake,0.43,0.71,0.157,25,reviewed,hv,hv
2017-05-03T11:20:49.420Z,59.7164,-136.4982,9,3.8,ml,,,,0.94,us,us10008nsl,2017-05-03T22:04:02.786Z,"72km WNW of Skagway, Alaska",earthquake,4.5,7.5,,,reviewed,ak,ak
2017-05-03T11:02:12.208Z,59.7582,-136.6726,0,2.5,ml,,,,0.63,ak,ak15886863,2017-05-03T11:07:04.510Z,"83km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T10:43:26.490Z,59.718,-136.7939,0.1,3,ml,,,,0.88,ak,ak15886857,2017-05-03T10:51:20.864Z,"88km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T10:04:10.614Z,59.8067,-153.3242,134,2.6,ml,,,,0.98,ak,ak15886846,2017-05-03T10:12:48.436Z,"82km SSW of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2017-05-03T09:41:56.901Z,59.8954,-136.7134,0,2.7,ml,,,,0.78,ak,ak15886840,2017-05-03T09:49:30.404Z,"92km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T09:03:03.670Z,31.7688333,-115.8865,17.8,2.99,ml,21,158,0.241,0.14,ci,ci37638719,2017-05-03T21:07:55.992Z,"64km E of Maneadero, Mexico",earthquake,0.27,0.38,0.215,24,reviewed,ci,ci
2017-05-03T08:53:37.510Z,42.1441,46.9653,10,5.2,mb,,31,2.607,1.34,us,us10008nrz,2017-05-04T07:32:57.314Z,"12km WSW of Kumukh, Russia",earthquake,4.7,1.7,0.034,290,reviewed,us,us
2017-05-03T07:42:00.890Z,40.1208333,-108.8351667,6.78,3.29,ml,17,88,0.4553,0.22,uu,uu60195627,2017-05-04T06:32:51.516Z,"4km NW of Rangely, Colorado",earthquake,0.56,1.52,0.278,20,reviewed,uu,uu
2017-05-03T07:34:09.522Z,59.7825,-136.6929,0,3.5,ml,,,,0.76,ak,ak15884837,2017-05-03T07:45:49.258Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T07:31:20.393Z,59.7261,-136.5294,8,3.8,ml,,,,0.91,ak,ak15884825,2017-05-03T07:41:29.187Z,"74km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-03T07:28:32.470Z,19.2213333,-155.4018333,33.211,2.69,ml,53,146,0.0166,0.1,hv,hv61728236,2017-05-03T19:10:53.442Z,"8km ENE of Pahala, Hawaii",earthquake,0.43,0.81,0.198,26,reviewed,hv,hv
2017-05-03T07:02:11.847Z,59.8159,-136.818,0,2.6,ml,,,,0.66,ak,ak15884820,2017-05-03T07:14:55.784Z,"93km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T05:36:31.350Z,39.5178,71.3464,10,4.8,mb,,61,0.675,1.46,us,us10008nqk,2017-05-03T05:53:14.040Z,"34km NNW of Karakenja, Tajikistan",earthquake,4.9,1.5,0.078,51,reviewed,us,us
2017-05-03T05:09:52.690Z,-59.7975,-27.4022,122.43,5,mb,,52,8.666,0.71,us,us10008nqa,2017-05-03T05:30:56.040Z,"98km SSW of Bristol Island, South Sandwich Islands",earthquake,11.1,6.8,0.082,48,reviewed,us,us
2017-05-03T05:08:48.720Z,71.1991,-8.563,10,4.8,mb,,54,4.468,0.71,us,us10008nq8,2017-05-03T05:57:14.040Z,"31km N of Olonkinbyen, Svalbard and Jan Mayen",earthquake,3.4,1.9,0.053,110,reviewed,us,us
2017-05-03T04:47:13.540Z,39.51,71.4027,10,5.9,mww,,46,0.708,1.08,us,us10008npq,2017-05-05T05:44:42.630Z,"32km NNW of Karakenja, Tajikistan",earthquake,4.7,1.9,,,reviewed,us,us
2017-05-03T04:46:55.590Z,39.533,71.3138,10,4.8,mb,,51,0.648,1.21,us,us10008npr,2017-05-03T12:49:33.628Z,"37km NNW of Karakenja, Tajikistan",earthquake,5,1.9,0.057,94,reviewed,us,us
2017-05-03T04:43:52.370Z,-13.7494,167.1747,194.53,4.6,mb,,67,6.989,0.72,us,us10008npp,2017-05-03T05:03:29.040Z,"43km WNW of Sola, Vanuatu",earthquake,10.1,7.6,0.064,73,reviewed,us,us
2017-05-03T03:45:22.055Z,59.8207,-136.5932,0,2.7,ml,,,,0.63,ak,ak15881856,2017-05-03T03:55:41.132Z,"82km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T02:59:05.967Z,59.7617,-136.7018,0,2.8,ml,,,,0.75,ak,ak15881828,2017-05-03T03:03:29.452Z,"85km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-03T02:49:25.880Z,59.7257,-136.8876,10,3.2,ml,,96,0.379,1.3,us,us10008np2,2017-05-04T03:46:39.040Z,"93km WNW of Skagway, Alaska",earthquake,1.8,1.8,0.052,48,reviewed,us,us
2017-05-03T02:06:03.923Z,59.8893,-136.7153,0,2.5,ml,,,,0.78,ak,ak15880855,2017-05-03T02:09:58.203Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-03T01:58:58.350Z,59.7568,-136.7648,10,3.1,ml,,92,0.364,1.08,us,us10008nni,2017-05-04T03:33:35.040Z,"88km WNW of Skagway, Alaska",earthquake,1.7,1.7,0.051,51,reviewed,us,us
2017-05-03T01:35:24.350Z,39.3978333,-120.2526667,5.96,2.47,md,19,73,0.06991,0.05,nc,nc72796130,2017-05-04T04:14:26.072Z,"9km NW of Truckee, California",earthquake,0.23,0.93,0.229,33,reviewed,nc,nc
2017-05-03T01:24:02.320Z,37.2468333,-121.6333333,4.17,2.53,md,88,43,0.03398,0.08,nc,nc72796125,2017-05-04T04:25:02.329Z,"13km N of Morgan Hill, California",earthquake,0.11,0.26,0.146,94,reviewed,nc,nc
2017-05-03T01:10:01.873Z,51.6773,-178.5108,15.4,2.7,ml,,,,0.24,ak,ak15880831,2017-05-03T02:41:05.682Z,"34km SW of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-05-03T00:58:26.400Z,17.9006,-68.8223,99,3.52,md,7,307,0.7553,0.22,pr,pr2017123002,2017-05-04T00:53:03.236Z,"57km SSW of Boca de Yuma, Dominican Republic",earthquake,3.64,3.36,0.1,5,reviewed,pr,pr
2017-05-03T00:23:39.760Z,18.7758,-65.0483,11,3.19,md,11,253,0.5236,0.31,pr,pr2017123001,2017-05-04T00:54:11.659Z,"49km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.95,3.12,0.2,8,reviewed,pr,pr
2017-05-03T00:09:41.270Z,59.7173,-136.6139,10,3.1,ml,,97,0.291,1.13,us,us10008nmu,2017-05-04T03:25:16.040Z,"78km WNW of Skagway, Alaska",earthquake,2,1.9,0.052,49,reviewed,us,us
2017-05-03T00:07:51.340Z,18.593,-66.7516,13,2.63,md,15,220,0.2464,0.23,pr,pr2017123000,2017-05-04T00:55:30.487Z,"12km NNE of Carrizales, Puerto Rico",earthquake,0.75,0.66,0.11,12,reviewed,pr,pr
2017-05-02T22:47:29.890Z,35.3244,26.8438,10.56,4,mb,,116,0.341,0.99,us,us10008nmd,2017-05-02T23:05:57.040Z,"39km WSW of Karpathos, Greece",earthquake,4.5,5.5,0.093,31,reviewed,us,us
2017-05-02T22:22:28.030Z,59.7759,-136.6597,2.31,3,ml,,114,0.565,0.94,us,us10008nm1,2017-05-02T22:34:42.040Z,"83km WNW of Skagway, Alaska",earthquake,2.8,9.8,0.055,43,reviewed,us,us
2017-05-02T22:16:39.940Z,59.82,-136.7795,0,2.5,ml,,,,0.59,ak,ak15879832,2017-05-02T22:20:25.654Z,"91km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T22:10:34.840Z,19.4056664,-155.2841644,1.51,2.52,md,17,63,0.007034,0.14,hv,hv61727121,2017-05-02T22:13:33.010Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.33,0.08,10,automatic,hv,hv
2017-05-02T21:37:23.018Z,50.8943,-178.8727,105.2,2.5,ml,,,,0.03,ak,ak15878883,2017-05-03T01:59:27.645Z,"44km SSE of Amatignak Island, Alaska",earthquake,,12,,,reviewed,ak,ak
2017-05-02T21:12:55.100Z,39.253,-120.1735,0,2.9,mh,0,355,1.871,4.07,nc,nc72796075,2017-05-03T14:29:51.236Z,"8km S of Truckee, California",sonic boom,98.99,77.55,,0,reviewed,nc,nc
2017-05-02T21:12:11.540Z,35.8557,60.5732,10,5.1,mb,,53,2.005,0.79,us,us10008nl9,2017-05-03T19:49:20.922Z,"68km N of Torbat-e Jam, Iran",earthquake,6.6,1.9,0.05,133,reviewed,us,us
2017-05-02T20:49:47.960Z,59.7926,-136.7892,4.08,2.9,ml,,88,0.507,0.83,us,us10008nky,2017-05-03T17:07:31.040Z,"91km WNW of Skagway, Alaska",earthquake,2.4,7.6,0.049,54,reviewed,us,us
2017-05-02T20:02:47.220Z,-9.5023,111.8733,17.06,4.6,mb,,72,2.068,0.83,us,us10008nkc,2017-05-03T16:56:20.040Z,"135km SSW of Tambakrejo, Indonesia",earthquake,5.2,4.8,0.067,69,reviewed,us,us
2017-05-02T19:52:59.490Z,59.7846,-136.5881,5.84,2.6,ml,,90,0.603,0.55,us,us10008ngx,2017-05-03T16:43:32.040Z,"80km WNW of Skagway, Alaska",earthquake,2.1,7.8,0.058,39,reviewed,us,us
2017-05-02T19:27:52.520Z,59.7591,-136.6778,5.71,2.9,ml,,92,0.553,0.63,us,us10008naa,2017-05-03T16:35:52.040Z,"83km WNW of Skagway, Alaska",earthquake,3.9,2.3,0.052,49,reviewed,us,us
2017-05-02T19:27:02.005Z,59.8011,-136.8264,0,2.5,ml,,,,0.74,ak,ak15876940,2017-05-02T19:39:48.956Z,"93km WNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-02T18:48:01.060Z,36.6917,-97.6705,1.87,2.5,mb_lg,,50,0.22,0.24,us,us10008n5i,2017-05-03T16:18:56.136Z,"13km SSE of Medford, Oklahoma",earthquake,1,0.2,0.117,19,reviewed,us,us
2017-05-02T18:35:58.262Z,51.4202,-176.2154,17.4,2.5,ml,,,,0.33,ak,ak15876902,2017-05-03T01:32:57.831Z,"59km SSE of Adak, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-05-02T18:01:13.010Z,33.8185,-117.6396667,4.8,2.73,ml,94,31,0.03442,0.17,ci,ci37638239,2017-05-03T16:40:03.165Z,"9km SW of Corona, California",earthquake,0.14,0.35,0.233,26,reviewed,ci,ci
2017-05-02T17:46:43.040Z,59.7926,-136.6991,10,3.9,mwr,,89,0.551,0.73,us,us10008n22,2017-05-03T15:31:54.172Z,"86km WNW of Skagway, Alaska",earthquake,2.5,1.9,0.059,28,reviewed,us,us
2017-05-02T16:40:09.010Z,59.5428,-136.1836,33,2.7,ml,,,,0.85,ak,ak15874794,2017-05-02T16:44:26.346Z,"50km W of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T16:26:37.730Z,59.7535,-136.7052,0,2.6,ml,,,,0.75,ak,ak15874788,2017-05-02T16:37:18.765Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T16:09:03.438Z,59.8999,-136.7003,0,2.7,ml,,,,0.85,ak,ak15874777,2017-05-02T16:16:07.217Z,"92km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T15:59:03.953Z,59.8075,-136.5688,0,2.5,ml,,,,0.83,ak,ak15874772,2017-05-02T16:07:03.302Z,"80km WNW of Skagway, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-02T15:10:22.370Z,-11.7183,-13.9218,10,5.9,mww,,57,3.786,0.47,us,us10008n0i,2017-05-02T20:09:26.040Z,"Ascension Island region",earthquake,9.1,1.8,0.073,18,reviewed,us,us
2017-05-02T14:47:58.476Z,59.832,-136.5581,0,2.6,ml,,,,0.85,ak,ak15873836,2017-05-02T14:55:01.792Z,"81km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T14:30:23.153Z,59.808,-136.6157,5,3.3,ml,,,,0.66,ak,ak15872921,2017-05-02T20:20:35.122Z,"83km WNW of Skagway, Alaska",earthquake,,0,,,reviewed,ak,ak
2017-05-02T14:07:00.140Z,-24.2446,-175.7616,10,5.1,mb,,91,7.474,0.84,us,us10008n03,2017-05-02T15:44:37.040Z,"South of Tonga",earthquake,11.4,1.8,0.081,49,reviewed,us,us
2017-05-02T14:03:41.186Z,59.776,-136.6849,3.1,2.5,ml,,,,0.81,ak,ak15872904,2017-05-02T14:08:34.602Z,"85km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-02T13:36:50.320Z,38.0063,20.3574,10,4.5,mb,,136,1.494,1.39,us,us10008mzs,2017-05-02T15:18:18.040Z,"22km SSW of Argostolion, Greece",earthquake,4.1,1.8,0.128,18,reviewed,us,us
2017-05-02T13:13:54.701Z,63.1466,-151.1267,12.5,4.2,ml,,,,0.66,ak,ak15871955,2017-05-02T16:20:46.040Z,"105km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
